item_code,product_name,url,price_per_unit,unit,rating,product_reviews,product_origin,product_image,Mono unsaturates,sugars,of which sugars:,of which Sugars,of which Sugars:,Vitamin A,Energy (kJ),Fat g,- sugars,Vitamin D,Proteine,image_urls,Fat:,- mono-unsaturates,Of which Sugars,Trans Fat,Total fat,Energy kcal,Fat (g),of which - Sugars,Carbohydrate:,(of which sugars),Trans Fats,of which saturated fatty acids,of which saturates [g],and EPA,Fibre g,Iron,Salt:,Fats,Protein g,- kcal,-of which sugars,DHA,poly-unsaturated,of which saturates (g),of which sugars :,Carbohydrate [g],- of which saturates (g),Fibre :,EPA,Energy,Of which saturates,Proteins,Carbohydrate g,Energy [kJ/kcal],Protein (g),Total Omega  3,Fat [g],of which saturates g,Energy:,- polyunsaturates,Starch,Calcium,Carbohydrate (g),of which sugar,Energy kJ,of which sugars [g],- of which Saturates,of which DHA,Trans fat,of which sugars,Polyunsaturates,Fibres,mono unsaturates,Total Sugars,Energy :,Fiber,Omega 3 Fatty Acids,- of which sugars (g),Vitamin B12,Omega 3,-of which saturates,Omega 3 fatty acids,of which saturated,Sodium,Protein [g],Protein :,Energy kJ/kcal,of which sugars (g),kcal,Salt (g),Energy value,Fat :,of which Saturates,Carbohydrate,of which sugars g,of which saturates :,thereof saturated fatty acids,Fibre:,of which saturates:,Thiamin (Vitamin B1),- starch,Salt,Vitamin C,Carbohydrate :,Carbohydrates:,Salt :,Polyols,mono-unsaturated,(of which saturates),Fibre [g],(of which sugars,trans fat,Energy (kcal),Dietary fibre,(kcal),Protein,Energy - kJ,- of which Sugars,saturates,- saturates,Of which: Saturates,of which - Saturates,polyunsaturates,Of which Saturates,- of which sugars,Fibre (g),of which saturates,Saturates,Energy kg/kcal,Potassium,Amount of sugar,of which saturated fats,Salt [g],- of which saturates,(of which saturates,Salt g,Omega 6,Carbohydrates,Protein:,Mono-unsaturates,Carbohydrates (g),Sugars,Of which: Sugars,of which Saturates:,Of which sugars,images,Fat,mono-unsaturates,of which: sugars,of which: saturates,Fibre,of which is saturated,of which: Saturates,Cholesterol
415798,Sainsbury's Gravy Granules 500g,https://www.sainsburys.co.uk/shop/gb/groceries/build-a-roast-dinner/sainsburys-gravy-granules-500g,£1.50,,,,Produced in United Kingdom,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/98/0000000415798/0000000415798_L.jpeg'],,,,,,32kcal,,,,,,,,,,,,,,,,,,,,,,,,132kJ,,,,,,,,,,,,,,,,,,,,,0.1g,,,,,,,,,,,,,,,,,,,,,,,2.8g,,,,,,,,0.91g,,,,,,,,,,,,,,<0.5g,,,,,,,,,,,,1.2g,,,,,,,,,,,,0.7g,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/98/0000000415798/0000000415798_L.jpeg', 'path': 'full/2faace4f47055b200086882eb5927b6db7e88a1a.jpg', 'checksum': '6ce7125cca2a7180007e3c9c3d764755'}]",2.1g,,,,<0.5g,,,
7362585,"Sainsbury's Sweet Spear Carrots, Taste the Difference 450g",https://www.sainsburys.co.uk/shop/gb/groceries/build-a-roast-dinner/sainsburys-sweet-spear-carrots--taste-the-difference-450g,£1.50,,,,"Grown in Scotland, United Kingdom",,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/55/0000001753455/0000001753455_L.jpeg'],,,,,,41kcal,,,,,,,,,,,,,,,,,,,,,,,,171kJ,,,,,,,,,,,,,,,,,,,,,,,,7.2g,,,,,,,,,,,,,,,,,,,,7.7g,,,,,,,,0.07g,,,,,,,,,,,,,,0.5g,,,,,,,,,,,,0.1g,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/55/0000001753455/0000001753455_L.jpeg', 'path': 'full/365f8e8658fc446eefb98a6878685f049135cd4d.jpg', 'checksum': '2bbbf9e96fddf670af2c27b98317c10b'}]",<0.5g,,,,2.1g,,,
1066562,"Sainsbury's Purple Sprouting Broccoli Spears, Taste the Difference 200g",https://www.sainsburys.co.uk/shop/gb/groceries/build-a-roast-dinner/sainsburys-purple-sprouting-broccoli-spears--taste-the-difference-200g,£1.75,,,,"Packed in Italy, Jersey, Spain, United Kingdom",,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/62/0000001066562/0000001066562_L.jpeg'],,,,,,43kcal,,,,,,,,,,,,,,,,,,,,,,,,178kJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5g,,,,,,,,0.03g,,,,,,,,,,,,,,3.9g,,,,,,,,,,,,0.2g,,,,,,,,,,,,,,2.0g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/62/0000001066562/0000001066562_L.jpeg', 'path': 'full/619136d4bc52040e5209ec3fe89b425d4bffaf21.jpg', 'checksum': 'b1eee2a6eb8575576d4d6c668f261b26'}]",1.1g,,,,3.5g,,,
7519481,Sainsbury's Green Vegetable Selection With Mint Butter 260g (Serves 2),https://www.sainsburys.co.uk/shop/gb/groceries/build-a-roast-dinner/sainsburys-green-vegetable-selection-with-mint-butter-260g,£2.00,,,,Produced in United Kingdom,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/63/0000001807363/0000001807363_L.jpeg'],,,,,,60kcal,,,,,,,,,,,,,,,,,,,,,,,,249kJ,,,,,,,,,,,3.2g,,,,,,,,,,0.2g,,,,,,,,,,,,,,,,,,,,,,,5.6g,,,,,,,,0.15g,,,,,,,,,,,,,,2.6g,,,,,,,,,,,,1.1g,,,,,,,,,,,,0.6g,,2.4g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/63/0000001807363/0000001807363_L.jpeg', 'path': 'full/25b65bf4439308db4ead0ecb91cd274afdaf4414.jpg', 'checksum': '99e8a3191af920774addb88b3c6182dd'}]",2.1g,,,,4.1g,,,
7939476,Fry's Vegan Artisan Smoked Hot Dogs x6 230g,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1250488&urlRequestType=Base&categoryId=417421&catalogId=10135&langId=44,£2.50,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/06/5060070964706/5060070964706_L.jpeg'],,,,,,,,,,,,,,,,,,,,,0.1g,,,,,,,,,190kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4g,,,,,,,,,,,,,0.5g,,,,,,,,1.6g,,,,,,,,,,,,,,17.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/06/5060070964706/5060070964706_L.jpeg', 'path': 'full/f513e5ed7bac9112cf9e0100141e660e1691e81d.jpg', 'checksum': '03b9d1261569266d6995bbefa9b4c3bc'}]",12.2g,,,,4.4g,,,
7939514,Fry's Artisan Lightly Seasoned Vegan Chicken-Style Strips 250g,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1250494&urlRequestType=Base&categoryId=417421&catalogId=10135&langId=44,£2.00,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/52/5060070964652/5060070964652_L.jpeg'],,,,,,,,,,,,,,,,,,,,,0.1g,,,,,,,,,188kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3g,,,,,,,,,,,,,12.1g,,,,,,,,1.3g,,,,,,,,,,,,,,18.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/52/5060070964652/5060070964652_L.jpeg', 'path': 'full/fd2ef07d990f91a7a0a3b98108761438ea52d74c.jpg', 'checksum': 'f88a4c76cdee844d989faf79296e2dd1'}]",5.4g,,,,7.6g,,,
7939380,Fry's Vegan Artisan Southern-Style Tenders 235g,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1250482&urlRequestType=Base&categoryId=417421&catalogId=10135&langId=44,£2.00,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/90/5060070964690/5060070964690_L.jpeg'],,,,,,,,,,,,,,,,,,,,,0.1g,,,,,,,,,186kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3g,,,,,,,,,,,,,5.2g,,,,,,,,1.2g,,,,,,,,,,,,,,11.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/90/5060070964690/5060070964690_L.jpeg', 'path': 'full/c1ff7b6e2a2ffb58fd3499d71aba471b48fe2b40.jpg', 'checksum': '1d850af5a8a5855ccad7d873b022e5d5'}]",11.0g,,,,10.5g,,,
7919283,Vivera Veggie Fish Burgers x2 200g,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1226346&urlRequestType=Base&categoryId=417421&catalogId=10135&langId=44,£2.50,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/92/8718300874192/8718300874192_L.jpeg'],,,,,,,,,,,,,,,,2.1 mg [15%**],,9.1 g,,,,,5.6 g,,,,,,,934 kJ /,,,,,,,,,,,,,,,,,,,,1.1 g,,,,,,,,,0.38 µg [15%**],,,0.41 g,1.1 g,,,,,,,,,,,,,,,,,,,1.4 g,,,,,,2.4 g,,,,<0.5 g,,2.5 g,,14 g,,,,,,,,,,,,,,,,,,,,,,20 g,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/92/8718300874192/8718300874192_L.jpeg', 'path': 'full/b6dccc82d9511b166bc9b9924c791b8980ec93a1.jpg', 'checksum': '98a3474462c741ce9ac27315b76b2fe3'}]",,,,,,,,
7919267,Vivera Veggie Mince 220g,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1226342&urlRequestType=Base&categoryId=417421&catalogId=10135&langId=44,£2.50,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/54/8718300870354/8718300870354_L.jpeg'],,,,,,,,,,,,,,,,"2,1 mg [15%**]",,"0,1 g",,,,,,,,,,,,460 kJ /,,,,,,,,,,,,,,,,,,,,"0,2 g",,,,,,,,,"0,38 µg [15%**]",,,,"0,1 g",,,,,,,,,,,,,,,,,,,"1,1 g",,,,,,,,,,,,"5,9 g",,"21,0 g",,,,,,,,,,,,,,,,,,,,,,"3,3 g",,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/54/8718300870354/8718300870354_L.jpeg', 'path': 'full/170daabc1784ccdee08b811a80ff154fd44e0e3e.jpg', 'checksum': 'c37b815f5574f0e772900942bed2d94b'}]",,,,,,,,
7939327,The Meatless Farm Meat Free Burgers x2 226g,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1250478&urlRequestType=Base&categoryId=417421&catalogId=10135&langId=44,£2.00,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/16/5060626400016/5060626400016_L.jpeg'],,,,,,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846,,,,,0.7g,,,,,,,,,,,,,,,,,,,,,,,,3.3g,,,,,,,,1.41g,,,,,,,,,,,,,,21.8g,,,,,,,,,,,3.3g,,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/16/5060626400016/5060626400016_L.jpeg', 'path': 'full/ec8fb19958dc656a6fe1509f497d324a3a4d2896.jpg', 'checksum': 'b20a080ea372018ddb69616021fae120'}]",10.5g,,,,4.5g,,,
7921056,Linda McCartney's Vegetarian Scampi Bites 180g,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1227970&urlRequestType=Base&categoryId=417421&catalogId=10135&langId=44,£2.00,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/20/5056053303020/5056053303020_L.jpeg'],,,,,,236,,,,0.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0g,,,,,,,,0.90g,,,,,,,1.1g,,,,,,,16.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/20/5056053303020/5056053303020_L.jpeg', 'path': 'full/47dbf35d50b88fd3dedb4b05487c6e53a7d8df10.jpg', 'checksum': '237e5aa94dedea8bcd11b0354035c35f'}]",11.9g,,,,3.4g,,,
7919903,Tofurky Italian Sausage with Sun-Dried Tomatoes and Basil 250g x4,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1226390&urlRequestType=Base&categoryId=417421&catalogId=10135&langId=44,£3.00,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/46/0025583007246/0025583007246_L.jpeg'],,,,,,265kcal,,,,,,,,,,,,,,,,,,,,,,,,1106kJ,,,,,,,,,,,,,,,,,,,,2.0g,,,,,,,,,,,,,,,,,,,,,,,,4.0g,,,,,,,,1.6g,,,,,,,,,,,,,,29.0g,,,,,,,,,,,1.5g,,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/46/0025583007246/0025583007246_L.jpeg', 'path': 'full/1fa5a7d5fd3bd1d4cf77ae0aea7e5b15841c1fba.jpg', 'checksum': 'ed1562da9b5795ae850b8a733db1c920'}]",13.0g,,,,8.0g,,,
7919265,Vivera Veggie Burgers x2 200g,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1226340&urlRequestType=Base&categoryId=417421&catalogId=10135&langId=44,£2.50,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/11/8718300872211/8718300872211_L.jpeg'],,,,,,,,,,,,,,,,"2,1 mg [15%**]",,"7,3 g",,,,,,,,,,,,706 kJ /,,,,,,,,,,,,,,,,,,,,"<0,1 g",,,,,,,,,"0,38 µg [15%**]",,,,"0,86 g",,,,,,,,,,,,,,,,,,,"1,55 g",,,,,,,,,,,,"5,0 g",,"18,5 g",,,,,,,,,,,,,,,,,,,,,,"4,8 g",,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/11/8718300872211/8718300872211_L.jpeg', 'path': 'full/5db28540bcb0dda7724e7b129b1c8c917ea13ea2.jpg', 'checksum': '62129a752d2993c662b40b6a757d89d9'}]",,,,,,,,
7939318,The Meatless Farm Meat Free Mince 400g,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1250476&urlRequestType=Base&categoryId=417421&catalogId=10135&langId=44,£2.50,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/09/5060626400009/5060626400009_L.jpeg'],,,,,,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832,,,,,0.7g,,,,,,,,,,,,,,,,,,,,,,,,3.2g,,,,,,,,0.78g,,,,,,,,,,,,,,21.1g,,,,,,,,,,,3.4g,,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/09/5060626400009/5060626400009_L.jpeg', 'path': 'full/0f2e42fe6c3753c27f43fd5da41174f241ac9689.jpg', 'checksum': '6661ad432d315b23f14aac5ab20a5a11'}]",10.2g,,,,5.2g,,,
7919636,Sainsbury's Love Your Veg! Vegan Mix Burger 225g,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1226354&urlRequestType=Base&categoryId=417421&catalogId=10135&langId=44,£2.00,,,,Produced in United Kingdom,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/24/0000000330824/0000000330824_L.jpeg'],,,,,,132kcal,,,,,,,,,,,,,,,,,,,,,,,,556kJ,,,,,,,,,,,18.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3g,,,,,,,,1.13g,,,,,,,,,,,,,,6.0g,,,,,,,,,,,,0.2g,,,,,,,,,,,,,,2.1g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/24/0000000330824/0000000330824_L.jpeg', 'path': 'full/f114d7a56845c76010c5018ad4f1a7aa54df3ed3.jpg', 'checksum': '160bd4e3d46d94f68e1e0476844ddac7'}]",1.8g,,,,5.3g,,,
7876733,Linda McCartney's Vegetarian Beef Roast with Red Wine & Shallot Glaze 500g,https://www.sainsburys.co.uk/shop/gb/groceries/meat-free-/linda-mccartneys-vegetarian-beef-roast-with-red-wine---shallot-glaze-500g,£3.50,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/05/5056053302405/5056053302405_L.jpeg'],,,,,,126,,,,1.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1g,,,,,,,,1.4g,,,,,,,2.0g,,,,,,,15.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/05/5056053302405/5056053302405_L.jpeg', 'path': 'full/b523a825d1f7e94f900c8b256026e823336ed0c9.jpg', 'checksum': '5037d69ec292d60b2d84a246b2f373d5'}]",3.3g,,,,5.7g,,,
7834848,Linda McCartney Vegetarian Shredded Hoisin Duck 300g,https://www.sainsburys.co.uk/shop/gb/groceries/meat-free-/linda-mccartneys-vegetarian-shredded-hoisin-duck-300g,£1.50,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/92/5056053300692/5056053300692_L.jpeg'],,,,,,190,,,,2.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9g,,,,,,,,1.7g,,,,,,,0.7g,,,,,,,22.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/92/5056053300692/5056053300692_L.jpeg', 'path': 'full/18bafb60ca647ad9627efbe75a7c699d70dd9b2a.jpg', 'checksum': '1094b923d6274aafc6ce4487f3aeb205'}]",7.7g,,,,3.9g,,,
7834763,Cauldron Vegan Sausages x6 300g,https://www.sainsburys.co.uk/shop/gb/groceries/meat-free-/cauldron-vegan-sausages-x6-300g,£2.25,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/64/5013683306364/5013683306364_L.jpeg'],,,,,,160kcal,,,,,,,,,,,,,,,,,,,,,,,,670kJ,,,,,,,,,,,,,,,,,,,,4.1g,,,,,,,,,,,,,,,,,,,,,,,,17.7g,,,,,,,,0.80g,,,,,,,,,,,,,,8.6g,,,,,,,,,,,0.4g,,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/64/5013683306364/5013683306364_L.jpeg', 'path': 'full/b9f0b75d1352928ab77042bec9d7670f40c93b0e.jpg', 'checksum': 'b452b3a934027f0e2d39e11fcb319f9b'}]",4.2g,,,,8.1g,,,
7803776,Linda McCartney Vegetarian Pulled Pork 1/4lb Burger x2 227g,https://www.sainsburys.co.uk/shop/gb/groceries/meat-free-/linda-mccartneys-vegetarian-pulled-pork-1-4lb-burger-x2-227g,£2.00,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/43/5056053300043/5056053300043_L.jpeg'],,,,,,154,,,,4.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1g,,,,,,,,1.8g,,,,,,,0.4g,,,,,,,16.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/43/5056053300043/5056053300043_L.jpeg', 'path': 'full/6db4e38b56e11178ea38d22ad17bf481baa4953b.jpg', 'checksum': '039937d3d89972a87ce7707884e5effd'}]",4.6g,,,,2.0g,,,
7603054,Linda McCartney Vegetarian Sausages 300g,https://www.sainsburys.co.uk/shop/gb/groceries/meat-free-/linda-mccartney-vegetarian-sausages-300g,£2.00,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/15/5060055379815/5060055379815_L.jpeg'],,,,,,165,,,,0.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5g,,,,,,,,1.5g,,,,,,,2.6g,,,,,,,18.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/15/5060055379815/5060055379815_L.jpeg', 'path': 'full/4c19eb5f7a518fea32d93c9f803b4ad1cea36b99.jpg', 'checksum': '9528c0db06183298d361503fd5237617'}]",6.0g,,,,4.9g,,,
7718076,Sainsbury's Meat Free Burgers x8 454g,https://www.sainsburys.co.uk/shop/gb/groceries/meat-free-/sainsburys-meat-free-burgers-x8-454g,£1.60,,,,Produced in United Kingdom,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/93/0000000184793/0000000184793_L.jpeg'],,,,,,149kcal,,,,,,,,,,,,,,,,,,,,,,,,627kJ,,,,,,,,,,,5.0g,,,,,,,,,,1.1g,,,,,,,,,,,,,,,,,,,,,,,6.4g,,,,,,,,1.16g,,,,,,,,,,,,,,19.1g,,,,,,,,,,,,0.3g,,,,,,,,,,,,2.4g,,1.4g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/93/0000000184793/0000000184793_L.jpeg', 'path': 'full/cec7d6b321e21b76e833760bcfd06faeb41e4d13.jpg', 'checksum': '30bec67cc87e0f02085892812068c9c6'}]",4.0g,,,,5.6g,,,
7834853,Linda McCartney Vegetarian Chorizo & Red Pepper Sausages x6 300g,https://www.sainsburys.co.uk/shop/gb/groceries/meat-free-/linda-mccartneys-vegetarian-chorizo---red-pepper-sausages-x6-300g,£2.00,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/08/5056053300708/5056053300708_L.jpeg'],,,,,,147,,,,3.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2g,,,,,,,,0.99g,,,,,,,0.6g,,,,,,,12.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/08/5056053300708/5056053300708_L.jpeg', 'path': 'full/407a2694dc694aa40b975ca204dc2b9e1071ec68.jpg', 'checksum': 'b1574f9c51f91afa2c972d83ccf19996'}]",4.9g,,,,5.8g,,,
7834778,Quorn Vegan Nuggets 280g,https://www.sainsburys.co.uk/shop/gb/groceries/meat-free-/quorn-meat-free-vegan-nuggets-280g,£2.50,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/36/5019503030136/5019503030136_L.jpeg'],,,,,,200kcal,,,,,,,,,,,,,,,,,,,0.9g,,,4.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,842kJ,,,,,,,,,,,12.8g,,,,,,4.3g,,,,0.5g,,,,,,,,25.2g,,1.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/36/5019503030136/5019503030136_L.jpeg', 'path': 'full/7c3f2992d1a232cadefd3eb1c255ae296fa58182.jpg', 'checksum': '1115d68135161a75454f6b6db6499ee0'}]",,,,,,,,
7720937,Sainsbury's Vegetarian Smoky Bacon Rashers 150g,https://www.sainsburys.co.uk/shop/gb/groceries/meat-free-/sainsburys-vegetarian-smoky-bacon-rashers-150g,£1.60,,,,Produced in United Kingdom,,13.8g,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/73/0000000186773/0000000186773_L.jpeg'],,,,,,309kcal,,,,,,,,,,,,,,,,,,,,,,,,1283kJ,,,,,,,,,,,,,,,,,,,,,5.1g,,,1.0g,,,,,,,,,,,,,,,,,,,,2.2g,,,,,,,,2.50g,,,,,,,,,,,,,,24.6g,,,,,,,,,,,,1.8g,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/73/0000000186773/0000000186773_L.jpeg', 'path': 'full/9ffb54d446a63eb46baeb5683c3aedaea266a2eb.jpg', 'checksum': 'b64d8baf42de6e95ce5f131b30761458'}]",21.6g,,,,3.3g,,,
